Official symbol for Interactor A,Official symbol for Interactor B,Organism ID for Interactor A,Organism ID for Interactor B,Interaction Throughput,Quantitative Score,Genes,Log2FoldChange,FoldChange,Regulation
NFKBIA,AIDA,Homo sapiens,Homo sapiens,High Throughput,0.9986703,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,OGDHL,Homo sapiens,Homo sapiens,High Throughput,0.99998144,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,AIDA,Homo sapiens,Homo sapiens,High Throughput,0.999189246,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,MCTS1,Homo sapiens,Homo sapiens,High Throughput,0.930089677,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,TCEA1,Homo sapiens,Homo sapiens,High Throughput,0.945199426,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,FBXW11,Homo sapiens,Homo sapiens,High Throughput,0.944316767,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,RELA,Homo sapiens,Homo sapiens,High Throughput,0.999999998,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,TBC1D24,Homo sapiens,Homo sapiens,High Throughput,0.999191717,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,POLR2A,Homo sapiens,Homo sapiens,High Throughput,0.934875838,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,PPP1R9A,Homo sapiens,Homo sapiens,High Throughput,0.962151264,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,CHUK,Homo sapiens,Homo sapiens,High Throughput,0.999655555,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,C6orf211,Homo sapiens,Homo sapiens,High Throughput,0.956299583,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,DENR,Homo sapiens,Homo sapiens,High Throughput,0.919552655,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,C6orf211,Homo sapiens,Homo sapiens,High Throughput,0.904132468,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,SCRN2,Homo sapiens,Homo sapiens,High Throughput,0.987533347,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,0.947304802,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,7.93,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPA2,HSPH1,Homo sapiens,Homo sapiens,High Throughput,3.81,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPA5,HSPH1,Homo sapiens,Homo sapiens,High Throughput,6.68,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPH1,CHD3,Homo sapiens,Homo sapiens,High Throughput,1.0,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB5,HSPH1,Homo sapiens,Homo sapiens,High Throughput,3.13,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB4,HSPH1,Homo sapiens,Homo sapiens,High Throughput,40.61,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
TUSC2,HSPH1,Homo sapiens,Homo sapiens,High Throughput,0.999914379,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB5,HSPH1,Homo sapiens,Homo sapiens,High Throughput,8.98,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJC7,HSPH1,Homo sapiens,Homo sapiens,High Throughput,2.83,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB1,HSPH1,Homo sapiens,Homo sapiens,High Throughput,16.47,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPH1,RTF1,Homo sapiens,Homo sapiens,High Throughput,11.02963932,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
MASP2,SLC16A8,Homo sapiens,Homo sapiens,High Throughput,2.92,MASP2,1.1892265524211,2.28030460301764,UpRegulated
CASK,MASP2,Homo sapiens,Homo sapiens,High Throughput,2.909,MASP2,1.1892265524211,2.28030460301764,UpRegulated
CHD1,MASP2,Homo sapiens,Homo sapiens,High Throughput,2.672,MASP2,1.1892265524211,2.28030460301764,UpRegulated
MASP2,RPS6KA4,Homo sapiens,Homo sapiens,High Throughput,2.93,MASP2,1.1892265524211,2.28030460301764,UpRegulated
NUDT3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999988814,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
KRTAP13-3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99999232,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB8,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,5.97,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
FAM213A,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999909265,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
C3orf38,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999984,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
GMFB,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999738,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
LRRC48,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999353,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB6,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.3,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJA1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.21,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
UPK1A,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.9999752,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ILDR1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999231,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJA2,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.94,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJA4,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.53,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
OR10A4,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99997542,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ELP4,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,1.0,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
PLCD4,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999047,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB12,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,6.02,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB14,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.72,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ZSWIM7,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99998418,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB2,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.36,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJB5,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.89,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ANKK1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999999,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJC5B,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,7.22,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
VWCE,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999224,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ADAMTS17,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999990097,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DLL3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99999778,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
LAMTOR1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,7.81,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
COL8A1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99982244,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
CRISP3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999988916,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJC16,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.79,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
GJD3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.42,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
BAG2,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999997,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJC5,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.38,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJC7,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,6.2,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
SLC2A8,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.99998007,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ASAP3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999987521,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
LCK,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.49,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
CD96,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999915564,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ANAPC2,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,5.2,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
CER1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.997326379,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
DNAJC12,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,3.86,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
PRPH,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,4.44,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
LDB3,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999509185,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
AKAP1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,5.32,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
FSCN1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999187,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
WWP2,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999299,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
GUCY2D,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999644,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
ACBD5,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,5.06,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
SPATA5L1,HSPA1A,Homo sapiens,Homo sapiens,High Throughput,0.999999998,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SPEN,Homo sapiens,Homo sapiens,High Throughput,0.983132834,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,CSTF2T,Homo sapiens,Homo sapiens,High Throughput,0.986385657,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARFIP2,Homo sapiens,Homo sapiens,High Throughput,0.999984231,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SMAP1,Homo sapiens,Homo sapiens,High Throughput,0.999999046,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,YAP1,Homo sapiens,Homo sapiens,High Throughput,0.999676759,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MZT2A,Homo sapiens,Homo sapiens,High Throughput,0.995907748,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,QSER1,Homo sapiens,Homo sapiens,High Throughput,0.999886075,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TTC1,Homo sapiens,Homo sapiens,High Throughput,0.911671853,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TNIK,Homo sapiens,Homo sapiens,High Throughput,0.9963677,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ZNF318,Homo sapiens,Homo sapiens,High Throughput,0.999453558,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SMG7,Homo sapiens,Homo sapiens,High Throughput,0.971617541,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,BCORL1,Homo sapiens,Homo sapiens,High Throughput,0.999393397,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,WNK3,Homo sapiens,Homo sapiens,High Throughput,0.998873676,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ERCC6L,Homo sapiens,Homo sapiens,High Throughput,0.923308569,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MAP2K2,Homo sapiens,Homo sapiens,High Throughput,0.99121613,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MBNL1,Homo sapiens,Homo sapiens,High Throughput,0.995011462,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,DPH1,Homo sapiens,Homo sapiens,High Throughput,0.991111141,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PPP6R1,Homo sapiens,Homo sapiens,High Throughput,0.923680392,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,LASP1,Homo sapiens,Homo sapiens,High Throughput,0.995068674,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RIPK1,Homo sapiens,Homo sapiens,High Throughput,0.949757844,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TACC3,Homo sapiens,Homo sapiens,High Throughput,0.995028188,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ALKBH3,Homo sapiens,Homo sapiens,High Throughput,0.999958134,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,HSF2,Homo sapiens,Homo sapiens,High Throughput,0.99892372,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,HSF1,Homo sapiens,Homo sapiens,High Throughput,0.999965023,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TBCE,Homo sapiens,Homo sapiens,High Throughput,0.999999656,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,IRF2BP1,Homo sapiens,Homo sapiens,High Throughput,0.998042406,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SYNRG,Homo sapiens,Homo sapiens,High Throughput,0.995504567,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,R3HDM1,Homo sapiens,Homo sapiens,High Throughput,0.994662828,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RNF31,Homo sapiens,Homo sapiens,High Throughput,0.929128275,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,OXR1,Homo sapiens,Homo sapiens,High Throughput,0.927853918,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,GRIP1,Homo sapiens,Homo sapiens,High Throughput,0.999298303,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARFIP1,Homo sapiens,Homo sapiens,High Throughput,0.970377507,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,WDHD1,Homo sapiens,Homo sapiens,High Throughput,0.99443712,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SPAG1,Homo sapiens,Homo sapiens,High Throughput,0.999801893,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,CORO7,Homo sapiens,Homo sapiens,High Throughput,0.996601684,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,LUZP1,Homo sapiens,Homo sapiens,High Throughput,0.996268266,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,POC5,Homo sapiens,Homo sapiens,High Throughput,0.987138741,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MKL2,Homo sapiens,Homo sapiens,High Throughput,0.992236207,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,IRF2BP2,Homo sapiens,Homo sapiens,High Throughput,0.976922796,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MAPRE2,Homo sapiens,Homo sapiens,High Throughput,0.999617831,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,C21orf59,Homo sapiens,Homo sapiens,High Throughput,0.999923767,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ZAK,Homo sapiens,Homo sapiens,High Throughput,0.957816142,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,QKI,Homo sapiens,Homo sapiens,High Throughput,0.998240787,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MAD1L1,Homo sapiens,Homo sapiens,High Throughput,0.999062125,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,DPH2,Homo sapiens,Homo sapiens,High Throughput,0.999967469,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,STXBP4,Homo sapiens,Homo sapiens,High Throughput,0.997364248,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PTK2,Homo sapiens,Homo sapiens,High Throughput,0.999978212,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,AGFG1,Homo sapiens,Homo sapiens,High Throughput,0.946572169,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PAK2,Homo sapiens,Homo sapiens,High Throughput,0.97968953,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ZNF503,Homo sapiens,Homo sapiens,High Throughput,0.958090455,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,BSDC1,Homo sapiens,Homo sapiens,High Throughput,0.969685961,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,QRICH1,Homo sapiens,Homo sapiens,High Throughput,0.999740947,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,METTL21A,Homo sapiens,Homo sapiens,High Throughput,0.999951961,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,HMCES,Homo sapiens,Homo sapiens,High Throughput,0.999985557,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RBM12,Homo sapiens,Homo sapiens,High Throughput,0.996585792,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ELF2,Homo sapiens,Homo sapiens,High Throughput,0.998317524,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,WNK1,Homo sapiens,Homo sapiens,High Throughput,0.999624332,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ABL2,Homo sapiens,Homo sapiens,High Throughput,0.999043876,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,SUPT6H,Homo sapiens,Homo sapiens,High Throughput,0.999966337,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PRUNE,Homo sapiens,Homo sapiens,High Throughput,0.99778547,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,POLR2M,Homo sapiens,Homo sapiens,High Throughput,0.940077676,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,BUB1B,Homo sapiens,Homo sapiens,High Throughput,0.918054174,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PDLIM5,Homo sapiens,Homo sapiens,High Throughput,0.974827662,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,GAPVD1,Homo sapiens,Homo sapiens,High Throughput,0.974905968,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PPP6R2,Homo sapiens,Homo sapiens,High Throughput,0.980150485,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ANKRD28,Homo sapiens,Homo sapiens,High Throughput,0.940696544,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARFGAP3,Homo sapiens,Homo sapiens,High Throughput,0.999934672,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RAD18,Homo sapiens,Homo sapiens,High Throughput,0.97126704,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TLE1,Homo sapiens,Homo sapiens,High Throughput,0.941973516,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MAPT,Homo sapiens,Homo sapiens,High Throughput,0.998033432,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RPRD2,Homo sapiens,Homo sapiens,High Throughput,0.999865141,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ANKHD1,Homo sapiens,Homo sapiens,High Throughput,0.979748364,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,TTC28,Homo sapiens,Homo sapiens,High Throughput,0.972690971,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,MZT2B,Homo sapiens,Homo sapiens,High Throughput,0.970753571,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PPP1R12A,Homo sapiens,Homo sapiens,High Throughput,0.997911406,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,LRRC40,Homo sapiens,Homo sapiens,High Throughput,0.999871924,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARFGAP2,Homo sapiens,Homo sapiens,High Throughput,0.999308634,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ATG3,Homo sapiens,Homo sapiens,High Throughput,0.999975884,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PALLD,Homo sapiens,Homo sapiens,High Throughput,0.996174996,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,RTF1,Homo sapiens,Homo sapiens,High Throughput,0.999961756,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARNT,Homo sapiens,Homo sapiens,High Throughput,0.997975831,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,USP24,Homo sapiens,Homo sapiens,High Throughput,0.920301234,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ZNF703,Homo sapiens,Homo sapiens,High Throughput,0.999822217,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PAXIP1,Homo sapiens,Homo sapiens,High Throughput,0.928147592,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,C15orf39,Homo sapiens,Homo sapiens,High Throughput,0.997418155,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,C1orf52,Homo sapiens,Homo sapiens,High Throughput,0.99264981,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,BRD4,Homo sapiens,Homo sapiens,High Throughput,0.949054296,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,STAM2,Homo sapiens,Homo sapiens,High Throughput,0.999740798,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,FNBP4,Homo sapiens,Homo sapiens,High Throughput,0.947653317,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,CUEDC2,Homo sapiens,Homo sapiens,High Throughput,0.993936024,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,HAUS4,Homo sapiens,Homo sapiens,High Throughput,0.985731581,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,KIF11,Homo sapiens,Homo sapiens,High Throughput,0.990762504,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,ARHGAP35,Homo sapiens,Homo sapiens,High Throughput,0.998788816,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PHACTR4,Homo sapiens,Homo sapiens,High Throughput,0.993114557,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
HSPA1A,PI4KB,Homo sapiens,Homo sapiens,High Throughput,0.961424816,HSPA1A,-1.18157099573581,2.26823637978504,DownRegulated
