"","Caco-2 cells of no treatment group-1","Caco-2 cells of no treatment group-2","Caco-2 cells of no treatment group-3","Caco-2 cells of B. subtilis CW14 treatment group-1","Caco-2 cells of B. subtilis CW14 treatment group-2","Caco-2 cells of B. subtilis CW14 treatment group-3"
"105369860",0,0,0,0,1,0
"105369859",3,0,1,2,0,2
"6857",7,13,16,2,2,7
"105369863",1,0,0,0,0,0
"100302136",0,0,0,0,0,0
"5074",1336,1423,1732,1233,1733,1723
"105369864",0,1,1,0,0,1
"4659",1899,1581,2124,1457,1752,1782
"105369865",14,18,13,24,14,16
"283310",3,5,8,4,15,6
"374462",0,0,0,1,1,0
"105369867",0,0,0,0,0,0
"4618",0,0,0,0,0,0
"4617",0,0,0,0,0,0
"101928420",0,0,0,0,0,0
"8825",369,316,438,399,344,516
"693202",0,0,0,0,0,0
"105369869",4,12,12,12,8,22
"693203",0,0,0,0,0,0
"79611",4,6,1,4,1,8
"107984535",1,3,0,0,0,2
"100616133",1,0,0,0,1,0
"8499",0,1,1,1,2,2
"102724663",0,0,0,0,0,0
"105369872",0,0,0,0,0,2
"101928449",0,1,0,2,0,0
"105369873",1,3,0,0,2,0
"29080",1249,1128,1294,779,1052,932
"84190",82,83,76,70,69,102
"107987180",0,2,0,0,1,0
"107984487",0,0,0,0,0,0
"160335",12,15,25,14,14,17
"105369874",0,0,0,0,0,0
"107984536",0,1,4,0,3,4
"105369875",0,0,0,0,0,0
"55117",3,1,1,1,3,0
"102724680",0,0,0,0,0,0
"144448",0,0,0,0,0,1
"84125",3,0,2,2,2,0
"8092",0,0,0,3,0,1
"105369876",33,18,26,22,30,22
"107984537",10,14,20,10,17,12
"9182",44,46,47,66,33,69
"4922",6,5,4,11,2,1
"25834",1,5,2,6,9,2
"105369877",0,2,0,1,0,1
"113839519",0,0,0,0,0,0
"105369878",0,0,0,0,0,0
"105369879",0,0,0,0,0,0
"107984478",0,0,0,0,0,0
"105369880",0,0,0,0,0,0
"105369881",0,0,0,0,0,0
"110806294",0,0,0,0,0,0
"400058",0,1,0,0,2,1
"160419",1,2,0,1,5,0
"107984542",2,2,2,1,2,2
"91298",446,360,388,382,330,399
"80184",1070,920,948,834,905,959
"160418",499,441,513,467,453,514
"4254",511,611,809,437,468,860
"105369885",27,27,40,27,35,38
"105369886",0,0,0,0,0,0
"105369887",0,0,0,1,2,0
"728084",0,0,0,1,0,1
"105378255",0,0,0,0,0,0
"1848",4077,2683,3327,2112,2248,2217
"282809",613,461,457,466,480,464
"100528030",185,153,192,154,185,193
"8693",171,145,180,147,171,172
"109729146",3,9,11,7,3,4
"490",2780,2405,3082,2302,2375,2622
"338758",53,50,78,55,46,48
"107984543",0,2,2,1,3,6
"105369890",4,9,3,20,4,2
"105369891",2,2,7,1,5,6
"105369892",1,4,0,0,4,0
"105369893",0,2,0,0,0,2
"102724834",0,1,0,0,0,0
"105369895",0,1,0,0,0,0
"439916",0,0,3,0,0,0
"196477",0,0,0,0,0,0
"1833",0,1,0,0,3,0
"11081",0,0,0,0,0,0
"4060",76,87,133,97,49,60
"1634",0,1,2,2,2,0
"105369898",0,1,1,0,2,7
"107984544",2,1,3,0,2,1
"105369897",1,0,2,0,1,0
"105369896",0,0,0,2,0,0
"105369900",0,0,0,0,0,0
"105369901",0,0,0,0,4,1
"256021",19,15,13,17,10,11
"694",4146,3287,4638,2533,2945,2970
"101928617",11,4,15,4,6,6
"107984023",13,10,4,2,15,10
"101930023",0,2,0,0,4,2
"105369903",0,0,0,0,0,0
"105369902",0,0,0,0,0,0
"107984467",0,0,0,0,0,0
"574016",1,0,1,3,0,0
"574028",1,0,1,0,0,0
"100507616",0,0,0,0,0,0
"105369904",0,0,0,0,0,0
"105369905",0,2,7,1,0,0
"338809",0,3,0,5,1,0
"440107",6,2,5,9,5,7
"8411",1896,1578,2021,1414,1365,1791
"105369906",63,102,162,103,71,137
"643339",11,13,11,3,15,9
"105369907",4,7,10,9,15,26
"105369908",1,12,3,8,8,7
"102724933",0,0,0,0,0,2
"105369909",2,2,6,2,2,12
"11163",3935,4253,5477,3466,4013,4858
"7334",2527,1954,2386,1793,1842,1887
"112267866",42,39,50,25,46,28
"28977",1611,1393,1258,1215,1233,1320
"144481",0,6,14,6,2,12
"8835",109,252,399,180,106,264
"8738",155,169,190,164,132,183
"101928731",0,2,7,2,4,2
"105369911",2,3,2,3,7,6
"105369912",0,0,1,1,4,0
"105369913",0,0,0,0,0,0
"10154",100,139,212,114,123,336
"51134",398,341,414,277,286,452
"144486",8,7,5,4,2,4
"102724960",0,3,0,0,0,0
"100847031",0,0,0,0,0,1
"57458",257,201,257,320,254,368
"102465834",9,13,13,14,10,20
"105369914",2,6,10,9,13,4
"574449",0,0,0,0,0,0
"160313",0,0,3,0,0,0
"105369915",4,1,7,8,2,2
"55967",776,729,760,622,534,535
"7181",798,813,805,756,926,860
"55785",830,879,972,763,1153,1250
"112268099",35,61,40,23,90,57
"55591",1464,1182,1380,1038,1193,1187
"442903",4,0,0,1,0,0
"100500802",7,10,6,12,4,9
"105369917",0,0,0,1,1,1
"107984545",4,1,4,7,1,2
"10988",5629,5121,5709,3896,4151,4695
"84101",10,31,12,3,21,9
"100132594",1,7,8,3,1,6
"59277",243,336,595,256,209,433
"105369919",3,2,15,9,17,6
"105369921",0,1,6,0,0,0
"105369920",0,0,0,4,0,0
"6636",1191,1113,1308,832,1036,1131
"120935",1,7,8,3,7,7
"144193",13,12,7,13,4,39
"3034",128,77,73,110,86,120
"102723340",422,405,407,310,354,348
"4048",3570,3192,3619,2870,3220,3368
"100189239",0,0,0,0,0,0
"105369923",0,0,0,0,0,0
"105369924",0,0,1,0,0,1
"105369925",0,0,1,4,0,3
"2004",21,17,16,17,12,33
"107984546",3,1,2,1,2,4
"5128",603,474,506,504,598,608
"144535",7,4,10,2,2,3
"121441",527,505,451,369,433,510
"107984547",0,2,1,4,3,0
"105369928",0,0,1,0,0,0
"105369927",0,0,0,0,5,2
"101928912",0,0,2,0,1,0
"105369930",0,0,0,0,0,0
"105369929",0,0,0,0,0,0
"196475",6,10,10,2,2,2
"100302289",0,0,0,0,0,0
"406926",0,4,3,0,0,1
"643711",5,2,1,4,1,0
"100616287",0,0,0,0,0,0
"100422924",0,0,0,0,0,0
"105369932",0,0,0,0,0,0
"105369933",0,0,0,0,0,2
"121456",5,10,9,10,4,20
"643770",10,7,9,8,14,7
"100189207",0,0,0,0,0,0
"100189171",1,0,0,1,0,0
"100128191",199,178,171,194,163,282
"7112",2777,2553,2895,2418,2196,3243
"5250",16184,16161,18653,13591,15338,15489
"677832",43,38,51,13,28,15
"121457",306,270,302,248,237,337
"317",390,334,429,399,423,560
"56899",203,168,227,191,224,236
"101928937",0,0,0,0,0,0
"196472",0,0,0,0,0,0
"23074",919,808,949,800,749,1047
"55592",177,215,196,198,266,295
"100302217",0,0,0,1,0,0
"64431",475,405,378,403,403,437
"120863",68,54,58,49,35,57
"55681",1520,1153,1538,1394,1321,1544
"246213",5,3,6,5,6,3
"9971",195,68,78,103,68,74
"283431",876,814,849,821,962,1094
"121601",18,14,7,5,2,9
"160728",0,1,4,0,2,0
"27340",478,545,625,431,419,681
"400",2162,1848,2065,1762,2116,1868
"121599",1,2,8,0,0,2
"105369935",0,1,0,0,0,0
"4604",6,10,11,6,4,9
"105369938",2,0,2,2,0,3
"105369937",0,0,0,1,0,0
"56994",2083,1967,2125,1841,1893,2117
"50511",205,198,224,169,226,197
"79158",602,593,599,613,590,845
"55332",488,462,745,505,459,789
"107984548",0,0,0,0,4,3
"51019",343,292,305,271,236,255
"79023",1011,856,909,747,697,863
"55010",420,308,382,310,261,396
"5367",147,122,121,96,86,122
"105369942",2,2,0,2,1,0
"3479",2,6,4,9,11,4
"105369944",1,0,0,0,0,0
"283432",0,0,7,1,3,0
"5053",590,498,560,550,301,613
"112267865",0,1,0,1,2,0
"429",2,1,1,1,1,7
"374470",16,17,21,16,21,13
"101929058",0,0,0,0,0,0
"105369945",0,0,0,0,0,0
"101929084",2,0,2,0,0,0
"55576",8,7,7,11,5,5
"105369946",0,0,4,2,2,3
"51559",583,405,498,397,372,513
"107984433",19,17,9,13,9,15
"253724",24,11,11,13,11,16
"107984130",6,12,13,6,4,11
"7184",44348,39046,47950,30788,30648,35813
"100500842",696,628,740,678,505,754
"728568",214,201,247,193,228,195
"6996",1118,1027,1130,880,1012,1051
"83468",4,13,4,0,3,6
"29915",109,106,145,83,111,87
"4801",836,712,823,601,676,598
"105369947",3,2,3,3,5,0
"105369948",0,0,0,0,0,1
"7296",4048,3358,4571,3538,3139,3621
"493861",111,66,91,34,66,48
"105369949",2,2,2,1,1,2
"50515",0,1,2,1,5,1
"100500843",0,0,0,0,0,0
"112268100",0,0,0,0,0,0
"84102",283,222,318,215,202,343
"105369950",2,0,1,0,1,0
"105369952",17,17,19,5,14,13
"121053",143,165,200,102,132,161
"160428",76,98,144,61,60,93
"414300",1,0,0,5,2,0
"23325",1317,1041,1236,1154,1249,1590
"55198",2045,1827,1964,1776,1809,2291
"105369953",8,8,6,5,5,13
"105369954",3,2,0,3,2,1
"387882",1881,1980,2405,1474,1586,1737
"105369957",31,41,45,24,42,55
"105369956",0,0,3,0,0,0
"105369955",2,1,3,1,0,0
"105369958",2,0,0,0,2,0
"101929110",2,3,1,0,0,1
"105369959",0,0,0,0,0,1
"107984435",0,0,1,0,0,1
"105369960",1,1,1,0,1,1
"9891",139,198,214,241,226,380
"10970",1439,1449,1738,1433,1204,1700
"255394",603,538,676,548,480,563
"55703",226,181,284,199,154,233
"100287944",2,3,3,2,7,3
"5992",2,2,4,0,3,1
"100505978",0,0,0,0,0,0
"55188",246,185,217,219,177,230
"105369961",0,2,0,1,1,1
"90488",1209,1052,1157,1079,1394,1265
"80298",712,686,790,660,957,721
"1407",646,556,815,550,650,602
"121551",4,3,1,2,3,5
"11137",1288,1188,1402,1045,989,1134
"11108",941,738,876,710,878,939
"101929162",57,60,59,41,66,63
"121549",0,0,0,0,0,0
"105369963",3,0,3,1,1,1
"728739",2,0,4,1,7,4
"105369964",0,0,0,0,0,2
"9671",0,0,0,0,0,0
"105369965",1,3,4,0,1,0
"1240",2,3,0,3,3,3
"102723562",0,0,0,0,0,0
"11153",68,76,109,45,70,72
"9733",1212,1284,1500,935,1166,1529
"23479",846,847,1098,728,851,797
"338773",3,1,1,0,1,2
"6404",4,10,7,1,3,4
"105369968",153,134,182,143,144,149
"100616240",0,0,0,0,0,0
"23603",4835,4051,5147,4019,4482,5375
"105369969",0,0,0,0,3,1
"54434",257,308,364,313,356,463
"101929204",4,8,4,4,5,11
"693204",0,0,0,0,0,0
"1610",21,19,11,14,17,18
"55530",6,2,4,12,4,4
"105378256",0,0,0,2,0,1
"84749",264,271,333,266,391,409
"100131733",6,5,7,5,6,14
"121642",247,300,332,211,258,267
"7374",443,492,626,481,401,591
"32",310,349,418,309,278,493
"105369974",22,42,29,26,30,24
"121643",10,10,12,3,6,13
"101928138",2,0,1,0,1,0
"283446",10,10,9,11,13,10
"83892",1118,1105,1363,967,1203,1321
"89910",606,562,657,673,639,795
"326625",1319,1168,1169,1042,895,1405
"4598",865,831,882,677,585,880
"84915",95,108,169,161,101,194
"84983",0,6,5,3,8,8
"59341",1,4,0,3,2,3
"100616454",0,0,0,0,0,0
"105369975",1,0,0,0,1,0
"51228",400,366,344,361,363,449
"84260",206,232,280,186,218,286
"9815",322,287,378,327,395,472
"88455",1176,1152,1393,1263,1299,1501
"400073",173,157,159,150,200,175
"105369976",1,0,0,0,0,1
"28981",225,230,220,204,154,324
"488",6875,6048,7725,6086,5961,8772
"51434",681,641,783,503,528,768
"10094",5970,4829,5595,4495,4551,4270
"51184",519,493,469,415,334,411
"29902",269,224,192,205,183,216
"51699",1786,1292,1668,1337,1177,1256
"144715",500,465,554,389,455,432
"160760",868,867,1023,864,999,1047
"79600",165,124,150,100,115,140
"84329",9,3,17,3,6,6
"5501",9378,7757,8532,6834,7902,8163
"160762",0,0,0,1,0,1
"4633",0,0,0,0,1,0
"100131138",0,0,0,0,0,0
"105369980",0,0,1,0,0,0
"105369981",0,0,0,0,0,0
"23316",1,3,2,6,2,3
"105369983",0,0,0,0,0,0
"102465455",0,0,0,0,0,0
"144717",578,540,670,544,502,582
"105369984",4,2,6,10,3,2
"10019",587,498,704,456,360,712
"6311",1029,965,1227,753,1040,1099
"102723619",17,15,13,8,21,27
"8315",667,614,810,428,554,668
"80724",423,394,374,400,321,495
"217",1785,1771,2203,1498,1390,2067
"102465456",2,4,8,2,4,1
"51275",715,663,720,558,568,589
"8550",1256,1179,1355,882,883,1310
"89894",226,172,190,185,152,143
"10961",2584,2865,3279,2253,2363,2721
"80018",1266,1176,1254,1059,1223,1305
"100500889",1,0,1,0,0,0
"10906",516,570,653,560,606,681
"283450",817,896,1035,851,846,1371
"102465519",4,12,12,8,8,18
"6128",44445,38198,38554,30629,30947,27804
"5781",3299,2952,3599,3064,3094,3957
"22895",0,3,0,1,2,0
"100302227",0,0,0,0,0,0
"4938",1215,1111,1438,1286,1049,1209
"4940",381,505,684,529,345,803
"4939",7,19,19,5,8,14
"1840",1,0,0,0,3,0
"8437",3,0,4,5,1,1
"387885",331,334,373,247,265,302
"79039",1630,1764,1879,1340,1365,1749
"102466222",0,1,1,1,0,0
"84934",481,461,588,508,431,512
"115811",46,57,73,56,32,72
"53373",850,983,1203,887,1034,1292
"102465457",1,0,1,0,0,3
"107984436",5,1,2,1,5,2
"80024",180,195,255,212,220,343
"105369989",0,0,0,1,2,0
"196463",1102,856,1062,754,787,892
"10993",1,4,4,4,5,4
"113675",109,105,94,92,57,106
"64211",7,5,13,5,7,10
"104355219",0,0,0,0,0,0
"105369990",0,0,1,1,3,0
"105369991",2,0,0,0,0,0
"100506465",35,29,34,33,22,19
"9904",448,473,620,447,444,704
"105369993",0,0,0,0,0,0
"105369994",0,0,1,0,0,0
"105369995",0,0,0,0,0,1
"105369996",0,0,0,0,0,0
"6910",0,1,1,1,3,0
"255480",0,0,0,0,2,0
"105369998",0,0,2,0,3,1
"6926",844,798,1030,758,799,974
"105370000",13,4,7,5,1,3
"105369999",0,0,0,0,0,0
"107984437",3,0,1,0,7,1
"102723639",0,0,0,0,0,0
"105370003",0,1,0,2,0,0
"105370002",1,6,1,0,2,1
"105370004",1,0,1,1,1,0
"23389",1697,1650,2216,1735,1950,2645
"693205",0,0,0,0,0,0
"107984438",1,1,0,0,0,0
"105370005",0,0,0,0,0,0
"100616309",0,0,0,0,0,1
"105370007",2,9,15,5,4,17
"105370008",0,2,1,3,3,3
"107984439",4,0,0,0,0,0
"100287569",22,28,24,20,34,32
"643246",63,45,60,53,55,56
"79794",1373,1520,1786,1183,1364,1624
"84900",43,38,53,32,37,43
"8739",5,5,12,4,5,2
"26259",155,191,207,161,238,250
"100506551",6,5,9,11,17,9
"54997",118,136,173,107,175,112
"101928244",1,1,0,0,0,0
"105370010",1,3,4,0,0,2
"23014",891,840,1038,814,798,1071
"4842",3,4,1,1,3,3
"283455",4,8,7,2,9,12
"105370012",0,0,0,0,0,0
"105370011",1,1,2,3,4,0
"5985",1000,902,952,791,920,993
"55884",1750,1465,1820,1395,1834,1646
"54621",608,605,693,605,679,824
"101928274",11,16,23,12,11,27
"5037",2022,1955,2398,1781,1896,2311
"51347",1131,922,1214,861,850,1006
"64426",1061,940,1143,1019,1288,1387
"105370013",0,0,1,0,1,0
"105370014",0,0,0,0,0,0
"105370015",0,0,0,0,0,0
"105370017",0,0,0,0,0,0
"107984472",0,0,3,0,0,0
"105370016",0,0,0,0,0,0
"105370018",0,0,0,0,0,0
"105370019",0,1,0,0,0,0
"105370020",0,0,0,0,0,0
"84530",7,1,0,2,3,2
"105370022",0,0,0,0,0,0
"105370021",0,0,0,0,0,0
"112268101",0,2,4,1,0,0
"105370024",1,1,1,2,5,1
"26353",365,468,644,485,416,723
"107984440",11,13,4,5,8,14
"105370026",0,0,0,0,0,1
"105370025",0,0,0,0,0,0
"144742",0,0,1,0,2,1
"160777",0,0,4,0,1,0
"105370027",32,35,45,33,27,43
"387890",0,4,1,1,5,1
"5564",945,711,926,663,660,704
"11113",718,661,795,690,775,1111
"100302274",6,5,9,10,6,13
"112268087",0,0,0,0,0,0
"92558",232,210,292,190,175,295
"11021",877,863,1276,735,631,924
"10985",2339,2593,3101,2438,2551,3142
"100616179",0,0,0,0,1,1
"6175",73856,68817,75232,55808,59248,53703
"100506649",200,215,211,154,217,280
"5829",2900,3210,3626,2715,3687,4036
"23409",57,60,55,41,38,67
"26834",2,2,1,2,1,1
"26835",0,0,1,0,1,3
"5319",2,1,1,1,2,1
"4440",253,268,306,242,287,322
"1337",5169,4602,4971,3848,3919,3827
"51499",417,421,496,377,340,323
"283459",1772,1792,2078,1554,1567,1829
"8683",1844,1934,2237,1671,1881,2005
"8655",2441,2207,2695,1863,1997,2034
"107987181",18,14,27,23,6,14
"100506668",60,69,55,95,59,75
"84274",896,625,654,649,458,679
"9921",2039,1917,2342,1490,1949,2117
"51367",287,315,281,242,214,215
"101928300",7,6,9,7,11,9
"9478",28,19,27,16,21,11
"105370029",0,2,0,0,2,1
"9761",2275,2560,3007,2226,2987,2950
"84747",406,449,543,343,481,420
"100616329",17,32,48,18,37,29
"35",536,482,485,503,449,513
"121665",1269,1320,1629,1036,1222,1396
"105500240",0,0,2,0,2,0
"283460",142,173,194,146,136,255
"6927",865,769,965,873,749,1159
"64897",581,593,653,522,508,727
"8638",36,48,61,62,28,75
"105378258",0,0,0,0,0,0
"105370031",0,0,0,0,0,0
"105370030",1,0,1,6,0,0
"105370032",2,4,5,3,4,5
"5027",1,3,1,4,3,5
"5025",1844,1593,1818,1640,1511,1626
"10645",998,913,1082,887,700,1013
"51433",1722,1664,1834,1472,1463,1824
"80196",600,545,587,426,485,477
"84678",504,524,679,501,550,741
"102465665",2,2,2,1,1,4
"101928346",7,7,10,3,6,11
"105370033",3,4,8,4,6,9
"84876",406,381,491,301,270,378
"283385",262,234,319,156,155,247
"105370034",6,7,9,2,11,5
"144404",3143,2663,3100,2564,2694,3101
"54509",2855,2395,2741,2212,2404,2704
"107984442",19,32,28,21,17,35
"338799",222,195,228,252,317,359
"23067",263,268,318,236,377,353
"3242",10,19,17,13,11,10
"105370035",1,2,1,0,1,3
"5715",539,495,634,395,495,477
"144406",12,9,12,6,17,29
"605",157,197,185,163,203,193
"100506691",158,127,168,114,101,131
"22877",1300,1400,1439,1104,1171,1695
"254050",4,4,1,1,4,6
"386653",0,0,3,1,0,0
"79369",501,512,628,399,536,514
"56616",874,816,1027,695,852,912
"101593348",9,6,8,6,6,7
"65082",368,396,500,344,336,441
"6249",1759,1580,2278,1403,1517,1969
"100507066",7,13,10,9,13,25
"55596",885,924,1101,660,879,971
"65117",5303,4411,5226,3102,3354,3488
"9735",1219,1056,1131,1256,1132,1685
"113218484",3,0,0,0,0,0
"338442",59,46,47,83,39,83
"113218511",2,1,3,3,0,1
"8843",71,34,39,105,54,105
"27198",162,179,168,202,292,281
"8562",1847,1612,1803,1279,1340,1685
"84660",11,13,27,10,13,10
"9026",1014,1131,1397,1090,1203,1242
"79720",1188,1189,1405,904,1182,1220
"23457",176,173,141,159,131,185
"79676",285,277,348,341,336,364
"51329",1239,1358,1471,1143,1257,1222
"57605",306,352,383,369,445,423
"100422931",0,0,0,1,0,0
"100507091",1,4,2,3,1,4
"10198",593,531,521,538,634,731
"91574",312,243,299,174,229,236
"8099",554,641,805,512,536,606
"55206",1907,1898,2475,1568,2112,2171
"102466877",6,2,0,2,2,4
"112268105",49,30,41,47,21,42
"387893",1060,1044,1367,704,824,963
"196383",94,137,148,117,132,147
"11066",292,338,387,304,379,370
"353116",242,220,215,163,226,232
"100500909",0,0,0,0,0,0
"101927415",30,41,30,28,33,46
"10959",5742,4877,5768,4925,4997,5218
"57696",563,711,736,490,790,721
"105370041",23,39,44,19,31,34
"109616977",1,4,3,1,6,6
"1967",759,839,868,675,790,745
"2967",699,595,673,628,521,708
"79867",145,135,155,140,143,184
"23545",384,384,396,263,318,409
"105370042",2,2,11,2,1,5
"196385",14,17,20,10,12,35
"105370044",3,4,4,4,1,6
"80212",121,109,178,124,109,146
"100533183",258,271,347,275,235,342
"144348",2446,2331,2978,2457,2435,3063
"144347",266,287,338,264,243,327
"9612",2419,2893,3118,2254,2924,3378
"102466204",0,0,2,0,0,1
"105370047",13,26,27,11,17,31
"101927436",2,8,0,3,1,2
"949",2792,2614,3021,2532,2716,3031
"105370050",5,5,5,5,10,3
"107984444",5,4,3,3,3,4
"105370051",35,36,23,19,37,46
"7316",121599,82735,96190,71847,55109,60197
"100847004",5,8,11,6,3,4
"100189232",0,0,0,1,0,0
"100189343",1,2,0,0,2,0
"100009606",2,0,0,0,0,0
"100189347",2,2,4,3,0,4
"100189339",0,2,2,3,0,0
"57647",332,422,518,309,230,420
"140707",1247,1139,1123,1074,1126,1470
"102659353",125,126,124,157,145,225
"105370052",5,17,14,5,12,4
"65985",1342,1286,1447,1192,1103,1484
"105370053",1,2,0,0,0,0
"114795",2,3,2,1,0,0
"105370054",0,0,0,0,0,0
"107984445",0,0,0,0,0,0
"105370055",0,0,1,0,0,0
"400084",0,0,2,1,0,0
"105370057",0,0,2,0,0,0
"105370058",0,0,0,0,0,0
"105370056",0,0,0,0,0,0
"101927464",0,0,0,0,1,0
"107984447",0,0,4,0,0,0
"107984446",0,0,0,1,0,0
"105379613",2,1,3,5,4,2
"101927531",0,0,0,0,0,0
"107984448",0,0,0,0,0,0
"283435",0,0,0,0,0,0
"105370059",2,0,0,0,0,0
"100128554",0,0,0,0,1,0
"100996671",0,0,0,0,0,0
"105370060",0,2,0,0,0,0
"387895",0,0,0,3,0,0
"100507206",0,0,0,0,0,0
"440117",0,2,0,0,0,1
"105370061",0,0,0,0,0,1
"101927592",18,17,11,22,17,11
"105370063",3,0,5,1,8,8
"107984449",88,68,49,61,54,73
"107984450",13,9,10,13,12,9
"105370062",69,55,77,46,58,68
"105370064",15,17,7,12,8,6
"105370065",0,0,0,1,0,0
"101927616",0,0,0,0,0,0
"105370066",0,0,0,0,0,0
"105370067",2,0,0,0,0,0
"101927637",0,0,0,0,0,0
"105370068",0,0,0,0,0,0
"105370069",0,0,0,2,0,0
"400087",0,0,0,0,0,0
"104472718",0,0,0,0,0,0
"100862680",0,0,0,0,0,0
"105370070",2,0,0,2,1,1
"105370071",1,0,0,0,0,0
"100996679",0,0,0,0,0,0
"101927694",0,0,0,0,0,0
"107987176",0,0,0,0,0,0
"92293",0,0,1,0,0,0
"100500817",0,0,0,0,0,0
"121260",408,376,352,369,395,360
"100128276",0,0,0,0,0,0
"144423",0,0,0,1,2,0
"105370073",0,0,0,0,0,0
"121256",3,2,1,2,8,1
"283352",0,0,4,0,0,0
"101927735",0,0,2,0,1,0
"105370074",1,1,0,0,3,0
"105370076",0,4,4,0,0,0
"100190940",2,1,0,2,2,1
"105370077",0,0,0,0,0,0
"105370078",0,0,0,0,0,0
"440119",0,2,1,0,2,0
"11211",0,0,2,0,0,0
"107984480",0,0,0,0,0,0
"101927786",0,0,0,0,0,0
"9271",0,3,4,0,2,1
"23504",0,0,0,0,3,0
"105370079",0,0,2,0,0,0
"105370080",0,0,1,0,2,4
"107984451",0,0,1,1,0,0
"2054",171,165,198,111,176,186
"5901",8952,7554,8624,5988,5677,6980
"283383",183,171,156,204,133,230
"105755954",3,5,2,8,6,5
"107984452",0,0,0,2,0,0
"116437",0,0,0,0,0,1
"105370082",0,0,0,0,0,0
"107987177",0,0,0,0,0,0
"100128002",0,0,0,0,0,0
"107161159",0,0,0,0,0,0
"105370083",0,0,0,0,0,0
"338797",0,0,0,0,0,0
"101929974",1,2,3,1,5,2
"105370084",0,0,0,0,0,0
"105370085",0,0,0,0,0,0
"105370086",0,0,0,0,0,0
"100996701",0,0,0,0,0,0
"105370087",0,0,0,0,0,0
"6433",1510,1519,1760,1031,1104,1449
"105370088",0,0,4,2,2,0
"4326",19,13,17,16,18,14
"8408",1603,1948,2710,1612,2337,2478
"107984455",14,18,30,5,12,22
"80324",426,534,536,356,274,452
"57634",942,1094,1192,1057,1152,1514
"677829",1,1,0,0,2,0
"347918",82,112,116,83,71,139
"317781",366,540,529,377,403,484
"79050",227,287,329,201,198,272
"105370090",0,2,2,0,2,1
"107984456",0,0,0,0,0,0
"100996246",28,18,28,10,32,19
"50614",1,4,6,7,7,3
"105370091",1,4,5,3,4,6
"100130238",26,24,27,30,25,39
"101928416",0,0,0,0,0,0
"105370092",30,43,32,51,31,55
"112268102",43,23,24,27,28,48
"100129528",0,1,1,0,0,1
"57666",1413,1476,1721,1098,1217,1578
"102465975",0,0,1,0,0,0
"105370094",0,1,0,0,3,2
"100507055",1,2,3,1,9,4
"22953",5,9,18,13,15,35
"5426",987,1225,1331,1006,982,1486
"5827",170,195,185,176,146,192
"192111",447,587,778,466,447,685
"23141",2093,1959,2686,1869,1945,2684
"2802",1961,2236,2939,1918,2854,2901
"55743",240,236,303,197,216,251
"101928530",5,6,4,5,2,1
"100289635",276,200,205,230,293,269
"7574",368,389,390,384,437,462
"101928597",0,0,0,1,2,0
"7637",888,813,849,825,1080,899
"7699",656,542,543,625,522,672
"101060200",22,23,21,24,35,36
"7556",124,99,153,109,157,140
"10795",329,251,305,307,307,351
"647589",0,0,0,0,0,0
"26080",0,0,0,0,0,0
"105379278",0,0,1,0,0,0
"100874164",0,0,0,0,0,0
"284232",1,0,1,1,8,1
"100652856",0,0,0,0,0,0
"348021",0,0,0,0,0,0
"107984132",0,0,0,0,0,0
"7278",1,2,1,1,2,1
"101928697",0,0,0,0,0,0
"100101938",1,1,0,1,0,1
"100287114",0,0,0,0,0,0
"93492",4,0,2,2,3,2
"100874136",0,0,0,1,0,0
"54737",1591,1552,1740,1291,1504,1537
"55269",1474,1457,1785,1150,1134,1612
"9205",726,652,712,510,637,606
"7750",2651,2501,2646,2524,3224,3319
"104355137",0,0,1,0,1,0
"105370101",4,0,2,1,3,0
"2700",6,1,12,3,4,4
"107984553",0,0,0,0,0,0
"2706",35,37,38,39,35,61
"10804",0,0,1,0,1,0
"105370102",0,0,0,0,0,0
"51084",985,694,726,821,689,766
"100616304",0,1,0,0,0,0
"105370103",8,7,8,3,1,2
"8100",501,327,420,381,347,498
"53342",103,67,91,79,65,86
"221143",63,49,54,65,51,52
"64328",663,651,821,644,613,927
"101930748",0,0,1,0,0,1
"26524",1459,1191,1474,1278,1400,1866
"105370104",0,0,0,0,0,1
"10284",2687,2539,2972,2139,2354,2307
"221150",559,422,558,384,358,469
"78988",669,652,758,645,580,618
"103689843",0,0,0,0,0,0
"105370105",2,3,0,0,3,4
"101928764",7,9,6,8,6,9
"650794",34,23,29,37,19,51
"100652865",0,7,4,3,8,7
"2871",1,1,0,0,0,1
"253832",2732,2224,2424,2268,2599,2746
"221154",1367,1083,1357,977,901,1154
"107984582",14,6,9,20,14,18
"2254",3,3,3,3,9,16
"100874182",0,0,0,0,0,0
"105370108",24,19,32,20,23,25
"100506622",62,65,70,55,40,61
"107984599",7,3,8,2,4,5
"100996930",0,0,0,2,0,0
"105370109",0,0,0,0,0,0
"646201",0,0,0,0,0,0
"105370111",0,0,1,0,0,0
"105370112",0,0,0,0,0,0
"6445",0,0,1,0,4,0
"107984585",0,1,0,1,11,0
"26278",143,120,142,134,97,183
"100506680",0,0,0,0,0,0
"100506697",0,0,2,0,0,0
"55504",377,494,789,313,354,599
"105370114",5,5,4,3,4,10
"105370113",6,4,6,6,6,9
"4285",597,489,486,495,365,506
"542767",16,14,14,4,7,10
"387911",13,21,14,4,8,10
"400110",8,7,21,13,17,13
"105370115",10,21,25,9,8,7
"221178",479,449,497,402,490,568
"100313842",0,0,2,0,0,0
