"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
281201,1025,8454,107459,114032,"RP11-228B15.5","-","CDK9","CUL1","C-2k|CDC2L4|CTK1|PITALRE|TAK","-","Affinity Capture-Western","physical","Kiernan RE (2001)",11689688,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281203,7157,6117,113010,112037,"-","-","TP53","RPA1","BCC7|LFS1|P53|TRP53","HSSB|MST075|REPA1|RF-A|RP-A|RPA70","Affinity Capture-Western","physical","Riva F (2001)",11751427,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281204,3688,2316,109894,108605,"RP11-479G22.2","XX-FW83128A1.1","ITGB1","FLNA","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","Two-hybrid","physical","Loo DT (1998)",9722563,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281205,3688,2316,109894,108605,"RP11-479G22.2","XX-FW83128A1.1","ITGB1","FLNA","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","Reconstituted Complex","physical","Loo DT (1998)",9722563,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281206,3688,2316,109894,108605,"RP11-479G22.2","XX-FW83128A1.1","ITGB1","FLNA","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","Affinity Capture-Western","physical","Loo DT (1998)",9722563,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281219,1649,467,108016,106957,"-","RP11-338C15.1","DDIT3","ATF3","CEBPZ|CHOP|CHOP-10|CHOP10|GADD153","-","Affinity Capture-Western","physical","Chen BP (1996)",8622660,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281220,1649,467,108016,106957,"-","RP11-338C15.1","DDIT3","ATF3","CEBPZ|CHOP|CHOP-10|CHOP10|GADD153","-","Reconstituted Complex","physical","Chen BP (1996)",8622660,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281221,467,3725,106957,109928,"RP11-338C15.1","-","ATF3","JUN","-","AP-1|AP1|c-Jun","Affinity Capture-Western","physical","Chen BP (1996)",8622660,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281308,7409,29127,113252,118892,"-","-","VAV1","RACGAP1","VAV","CYK4|HsCYK-4|ID-GAP|MgcRacGAP","Reconstituted Complex","physical","Das B (2000)",10748082,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281314,1029,7157,107463,113010,"-","-","CDKN2A","TP53","ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16","BCC7|LFS1|P53|TRP53","Affinity Capture-Western","physical","Zhang Y (1998)",9529249,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281315,7157,1029,113010,107463,"-","-","TP53","CDKN2A","BCC7|LFS1|P53|TRP53","ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16","Affinity Capture-Western","physical","Zhang Y (1998)",9529249,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281316,7157,4193,113010,110358,"-","-","TP53","MDM2","BCC7|LFS1|P53|TRP53","ACTFS|HDMX|hdm2","Affinity Capture-Western","physical","Zhang Y (1998)",9529249,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281317,4193,7157,110358,113010,"-","-","MDM2","TP53","ACTFS|HDMX|hdm2","BCC7|LFS1|P53|TRP53","Affinity Capture-Western","physical","Zhang Y (1998)",9529249,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281318,977,3675,107415,109882,"-","-","CD151","ITGA3","GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24","CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a","Reconstituted Complex","physical","Yauch RL (2000)",10734060,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281330,2114,2353,108415,108636,"-","-","ETS2","FOS","ETS2IT1","AP-1|C-FOS|p55","Reconstituted Complex","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281331,2114,3725,108415,109928,"-","-","ETS2","JUN","ETS2IT1","AP-1|AP1|c-Jun","Reconstituted Complex","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281332,2114,2078,108415,108389,"-","-","ETS2","ERG","ETS2IT1","erg-3|p55","Two-hybrid","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281333,2114,3725,108415,109928,"-","-","ETS2","JUN","ETS2IT1","AP-1|AP1|c-Jun","Two-hybrid","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281334,2114,2113,108415,108414,"-","-","ETS2","ETS1","ETS2IT1","ETS-1|EWSR2|p54","Reconstituted Complex","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281335,2114,2078,108415,108389,"-","-","ETS2","ERG","ETS2IT1","erg-3|p55","Reconstituted Complex","physical","Basuyaux JP (1997)",9334186,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281340,6197,5170,112111,111196,"RP11-393H10.3","-","RPS6KA3","PDPK1","CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|p90-RSK2|pp90RSK2","PDK1|PDPK2|PDPK2P|PRO0461","Affinity Capture-Western","physical","Froedin M (2000)",10856237,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281341,5170,5170,111196,111196,"-","-","PDPK1","PDPK1","PDK1|PDPK2|PDPK2P|PRO0461","PDK1|PDPK2|PDPK2P|PRO0461","Biochemical Activity","physical","Froedin M (2000)",10856237,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281351,5579,2768,111565,109030,"-","-","PRKCB","GNA12","PKC-beta|PKCB|PRKCB1|PRKCB2","NNX3|RMP|gep","Biochemical Activity","physical","Offermanns S (1996)",8824244,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281353,5581,2768,111567,109030,"-","-","PRKCE","GNA12","PKCE|nPKC-epsilon","NNX3|RMP|gep","Biochemical Activity","physical","Offermanns S (1996)",8824244,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281355,5580,2768,111566,109030,"-","-","PRKCD","GNA12","ALPS3|CVID9|MAY1|PKCD|nPKC-delta","NNX3|RMP|gep","Biochemical Activity","physical","Offermanns S (1996)",8824244,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281356,5580,10672,111566,115914,"-","-","PRKCD","GNA13","ALPS3|CVID9|MAY1|PKCD|nPKC-delta","G13","Biochemical Activity","physical","Offermanns S (1996)",8824244,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281358,276,10270,106773,115561,"-","-","AMY1A","AKAP8","AMY1","AKAP 95|AKAP-8|AKAP-95|AKAP95","Reconstituted Complex","physical","Furusawa M (2002)",12414807,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281359,10270,276,115561,106773,"-","-","AKAP8","AMY1A","AKAP 95|AKAP-8|AKAP-95|AKAP95","AMY1","Affinity Capture-Western","physical","Furusawa M (2002)",12414807,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281361,276,10270,106773,115561,"-","-","AMY1A","AKAP8","AMY1","AKAP 95|AKAP-8|AKAP-95|AKAP95","Affinity Capture-Western","physical","Furusawa M (2002)",12414807,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281400,5781,3667,111745,109874,"-","-","PTPN11","IRS1","BPTP3|CFC|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2","HIRS-1","Reconstituted Complex","physical","Kuhne MR (1993)",8505282,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281406,355,841,106851,107291,"RP11-399O19.7","-","FAS","CASP8","ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","Affinity Capture-Western","physical","MacFarlane M (1997)",9325248,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281409,8797,841,114325,107291,"-","-","TNFRSF10A","CASP8","APO2|CD261|DR4|TRAILR-1|TRAILR1","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","Affinity Capture-Western","physical","MacFarlane M (1997)",9325248,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281412,8795,841,114323,107291,"UNQ160/PRO186","-","TNFRSF10B","CASP8","CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5","Affinity Capture-Western","physical","MacFarlane M (1997)",9325248,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281413,8795,843,114323,107293,"UNQ160/PRO186","-","TNFRSF10B","CASP10","CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9","ALPS2|FLICE2|MCH4","Affinity Capture-Western","physical","MacFarlane M (1997)",9325248,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281414,8795,8837,114323,114364,"UNQ160/PRO186","-","TNFRSF10B","CFLAR","CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9","CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS","Affinity Capture-Western","physical","MacFarlane M (1997)",9325248,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281422,7581,51776,113410,119725,"-","HCCS4","ZNF33A","ZAK","KOX2|KOX31|KOX5|NF11A|ZNF11|ZNF11A|ZNF33|ZZAPK","AZK|MLK7|MLT|MLTK|MRK|mlklak|pk","Affinity Capture-Western","physical","Yang JJ (2003)",12535642,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281423,51776,7581,119725,113410,"HCCS4","-","ZAK","ZNF33A","AZK|MLK7|MLT|MLTK|MRK|mlklak|pk","KOX2|KOX31|KOX5|NF11A|ZNF11|ZNF11A|ZNF33|ZZAPK","Two-hybrid","physical","Yang JJ (2003)",12535642,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281435,990,890,107426,107331,"-","-","CDC6","CCNA2","CDC18L|HsCDC18|HsCDC6","CCN1|CCNA","Affinity Capture-Western","physical","Saha P (1998)",9566895,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281438,9978,9820,115301,115159,"RP11-554C12.1","-","RBX1","CUL7","BA554C12.1|RNF75|ROC1","3M1|KIAA0076|dJ20C7.5","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281439,9978,8453,115301,114031,"RP11-554C12.1","RP11-297A16.3","RBX1","CUL2","BA554C12.1|RNF75|ROC1","-","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281440,9978,8451,115301,114029,"RP11-554C12.1","RP11-391H12.1","RBX1","CUL4A","BA554C12.1|RNF75|ROC1","-","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281441,9978,8450,115301,114028,"RP11-554C12.1","-","RBX1","CUL4B","BA554C12.1|RNF75|ROC1","CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281442,9978,4738,115301,110815,"RP11-554C12.1","-","RBX1","NEDD8","BA554C12.1|RNF75|ROC1","NEDD-8","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","","",""
281443,9978,8454,115301,114032,"RP11-554C12.1","-","RBX1","CUL1","BA554C12.1|RNF75|ROC1","-","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281444,9978,8452,115301,114030,"RP11-554C12.1","-","RBX1","CUL3","BA554C12.1|RNF75|ROC1","CUL-3|PHA2E","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281445,9978,3312,115301,109544,"RP11-554C12.1","-","RBX1","HSPA8","BA554C12.1|RNF75|ROC1","HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281446,9978,26273,115301,117657,"RP11-554C12.1","-","RBX1","FBXO3","BA554C12.1|RNF75|ROC1","FBA|FBX3","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281447,9978,26263,115301,117649,"RP11-554C12.1","-","RBX1","FBXO22","BA554C12.1|RNF75|ROC1","FBX22|FISTC1","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281448,9978,10376,115301,115651,"RP11-554C12.1","-","RBX1","TUBA1B","BA554C12.1|RNF75|ROC1","K-ALPHA-1","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281449,9978,71,115301,106586,"RP11-554C12.1","-","RBX1","ACTG1","BA554C12.1|RNF75|ROC1","ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281450,9978,3303,115301,109535,"RP11-554C12.1","DAQB-147D11.1","RBX1","HSPA1A","BA554C12.1|RNF75|ROC1","HEL-S-103|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1","Affinity Capture-MS","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281455,9820,9978,115159,115301,"-","RP11-554C12.1","CUL7","RBX1","3M1|KIAA0076|dJ20C7.5","BA554C12.1|RNF75|ROC1","Reconstituted Complex","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281456,9820,9978,115159,115301,"-","RP11-554C12.1","CUL7","RBX1","3M1|KIAA0076|dJ20C7.5","BA554C12.1|RNF75|ROC1","Affinity Capture-Western","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281460,26259,9978,117645,115301,"-","RP11-554C12.1","FBXW8","RBX1","FBW6|FBW8|FBX29|FBXO29|FBXW6","BA554C12.1|RNF75|ROC1","Affinity Capture-Western","physical","Dias DC (2002)",12481031,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","exogenous expression of bait","-","BIOGRID"
281470,2131,2131,108432,108432,"-","-","EXT1","EXT1","EXT|LGCR|LGS|TRPS2|TTV","EXT|LGCR|LGS|TRPS2|TTV","Affinity Capture-Western","physical","Kobayashi S (2000)",10679296,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281471,2131,2132,108432,108433,"-","-","EXT1","EXT2","EXT|LGCR|LGS|TRPS2|TTV","SOTV","Affinity Capture-Western","physical","Kobayashi S (2000)",10679296,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281479,1499,999,107880,107434,"OK/SW-cl.35","-","CTNNB1","CDH1","CTNNB|MRD19|armadillo","Arc-1|CD324|CDHE|ECAD|LCAM|UVO","Affinity Capture-Western","physical","Geng L (2000)",11113628,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281495,2874,7157,109132,113010,"-","-","GPS2","TP53","AMF-1","BCC7|LFS1|P53|TRP53","Affinity Capture-Western","physical","Peng YC (2001)",11486030,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281496,2874,7157,109132,113010,"-","-","GPS2","TP53","AMF-1","BCC7|LFS1|P53|TRP53","Reconstituted Complex","physical","Peng YC (2001)",11486030,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281498,2872,5594,109130,111580,"-","-","MKNK2","MAPK1","GPRK7|MNK2","ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK","Reconstituted Complex","physical","Waskiewicz AJ (1997)",9155017,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281500,2872,5594,109130,111580,"-","-","MKNK2","MAPK1","GPRK7|MNK2","ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK","Two-hybrid","physical","Waskiewicz AJ (1997)",9155017,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281503,2185,83394,108480,123636,"-","-","PTK2B","PITPNM3","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","ACKR6|CORD5|NIR1|RDGBA3","Two-hybrid","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281504,2185,9600,108480,114965,"-","-","PTK2B","PITPNM1","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","DRES9|NIR2|PITPNM|RDGB|RDGB1|RDGBA|RDGBA1|Rd9","Two-hybrid","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281505,2185,57605,108480,121653,"-","-","PTK2B","PITPNM2","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","NIR-3|NIR3|RDGB2|RDGBA2","Two-hybrid","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281506,83394,2185,123636,108480,"-","-","PITPNM3","PTK2B","ACKR6|CORD5|NIR1|RDGBA3","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","Reconstituted Complex","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281507,2185,83394,108480,123636,"-","-","PTK2B","PITPNM3","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","ACKR6|CORD5|NIR1|RDGBA3","Affinity Capture-Western","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281508,2185,9600,108480,114965,"-","-","PTK2B","PITPNM1","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","DRES9|NIR2|PITPNM|RDGB|RDGB1|RDGBA|RDGBA1|Rd9","Affinity Capture-Western","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281509,2185,57605,108480,121653,"-","-","PTK2B","PITPNM2","CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","NIR-3|NIR3|RDGB2|RDGBA2","Affinity Capture-Western","physical","Lev S (1999)",10022914,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281510,23764,4780,117264,110852,"CTA-447C4.1","-","MAFF","NFE2L2","U-MAF|hMafF","NRF2","Reconstituted Complex","physical","Marini MG (2002)",12490281,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281511,23764,4899,117264,110955,"CTA-447C4.1","-","MAFF","NRF1","U-MAF|hMafF","ALPHA-PAL","Reconstituted Complex","physical","Marini MG (2002)",12490281,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281512,23764,23764,117264,117264,"CTA-447C4.1","CTA-447C4.1","MAFF","MAFF","U-MAF|hMafF","U-MAF|hMafF","Reconstituted Complex","physical","Marini MG (2002)",12490281,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281754,2057,11273,108371,116429,"-","-","EPOR","ATXN2L","EPO-R","A2D|A2LG|A2LP|A2RP","Affinity Capture-Western","physical","Meunier C (2002)",11784712,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281759,3725,3091,109928,109338,"-","-","JUN","HIF1A","AP-1|AP1|c-Jun","HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78","Affinity Capture-Western","physical","Alfranca A (2002)",11739718,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281766,3953,3718,110144,109921,"-","-","LEPR","JAK3","CD295|LEP-R|LEPRD|OB-R|OBR","JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK","Affinity Capture-Western","physical","Sanchez-Margalet V (2001)",11585385,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281768,5104,3818,111135,110018,"-","-","SERPINA5","KLKB1","PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI","KLK3|PPK","Reconstituted Complex","physical","Espana F (1989)",2551064,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281769,5104,5624,111135,111608,"-","-","SERPINA5","PROC","PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI","APC|PC|PROC1|THPH3|THPH4","Reconstituted Complex","physical","Espana F (1989)",2551064,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281770,5104,5328,111135,111344,"-","RP11-417O11.1","SERPINA5","PLAU","PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI","ATF|BDPLT5|QPD|UPA|URK|u-PA","Reconstituted Complex","physical","Espana F (1989)",2551064,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281771,5104,5327,111135,111343,"-","-","SERPINA5","PLAT","PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI","T-PA|TPA","Reconstituted Complex","physical","Espana F (1989)",2551064,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281772,5104,2160,111135,108458,"-","-","SERPINA5","F11","PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI","FXI","Reconstituted Complex","physical","Espana F (1989)",2551064,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281790,2534,139716,108810,126581,"RP1-66H14.1","-","FYN","GAB3","SLK|SYN|p59-FYN","-","Reconstituted Complex","physical","Wolf I (2002)",11739737,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281816,9527,6811,114903,112680,"-","-","GOSR1","STX5","GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28","SED5|STX5A","Affinity Capture-Western","physical","Subramaniam VN (1997)",9325254,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281817,6811,9527,112680,114903,"-","-","STX5","GOSR1","SED5|STX5A","GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28","Affinity Capture-Western","physical","Subramaniam VN (1997)",9325254,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281819,6616,6811,112500,112680,"-","-","SNAP25","STX5","RIC-4|RIC4|SEC9|SNAP|SNAP-25|bA416N4.2|dJ1068F16.2","SED5|STX5A","Reconstituted Complex","physical","Subramaniam VN (1997)",9325254,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281827,8660,2057,114209,108371,"-","-","IRS2","EPOR","IRS-2","EPO-R","Affinity Capture-Western","physical","Verdier F (1997)",9334184,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
